Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
Lafayette Plan in Edgewood Farms by D.R. Horton - Indianapolis,3 Beds,2 Baths,"1,583 sqft",Year Built: 2023,No Info,"$330,000+",Indianapolis
Legacy 2537 Plan in Highlands at Grassy Creek by Pyatt Builders,3 Beds,3 Baths,"2,537 sqft",Year Built: 2023,Garage,"$312,000+",Indianapolis
6020 Birchwood Ave,,,,,No Info,"$425,000",Indianapolis
8334 Frye Rd,3 Beds,2 Baths,"1,434 sqft (on 0.41 acres)",Year Built: 1969,2 Car Garage,"$249,900",Indianapolis
Madrona Rooftop Plan in Colere by Onyx+East,2 Beds,3 Baths,"1,876 sqft",Year Built: 2023,Garage,"$474,900+",Indianapolis
2717 N  Dearborn St,3 Beds,2 Baths,"1,400 sqft",Year Built: 2020,No Info,"$210,000",Indianapolis
Address Not Disclosed,,,,,No Info,"$52,000",Indianapolis
2849 N  New Jersey St,3 Beds,3 Baths,"2,448 sqft",Year Built: 1900,Garage,"$350,000",Indianapolis
326 Bangor Dr,3 Beds,2 Baths,"2,065 sqft (on 0.48 acres)",Year Built: 1960,2 Car Garage,"$325,000",Indianapolis
10707 Crane Dr,2 Beds,2 Baths,"2,093 sqft",Year Built: 2007,2 Car Garage,"$314,900",Indianapolis
2332 Durham Dr,3 Beds,2 Baths,"1,592 sqft (on 0.26 acres)",Year Built: 1940,1 Car Garage,"$249,000",Indianapolis
Manchester Plan in Fulton by Onyx+East,3 Beds,4 Baths,"2,441 sqft",Year Built: 2023,Garage,"$679,062+",Indianapolis
1434 English Ave,4 Beds,4 Baths,"3,128 sqft",Year Built: 1955,Garage,"$475,000",Indianapolis
1838 Westview Dr,4 Beds,2 Baths,,Year Built: 1920,No Info,"$180,000",Indianapolis
5541 Whirlaway Ln,3 Beds,2 Baths,"1,456 sqft (on 0.28 acres)",Year Built: 1977,2 Car Garage,"$245,000",Indianapolis
7219 Wooden Grange Dr,4 Beds,2 Baths,"1,632 sqft",Year Built: 2020,2 Car Garage,"$385,000",Indianapolis
3965 N  Meridian St #5E,1 Bed,1 Bath,847 sqft,Year Built: 1965,1 Car Garage,"$149,500",Indianapolis
2457 N  Parker Ave,3 Beds,1 Bath,"1,068 sqft",Year Built: 1965,No Info,"$90,000",Indianapolis
44 N  Gladstone Ave,5 Beds,4 Baths,,Year Built: 1920,Open Parking,"$145,000",Indianapolis
936 N  Oxford St,2 Beds,1 Bath,"1,822 sqft",Year Built: 1920,Garage,"$159,900",Indianapolis
Valencia Plan in Glenwood by Lennar,5 Beds,4 Baths,"3,054 sqft",Year Built: 2023,No Info,"$382,995+",Indianapolis
Foster Plan in Indigo Run by Fischer Homes,4 Beds,2 Baths,"2,954 sqft",Year Built: 2023,No Info,"$413,990+",Indianapolis
Chestnut Plan in Trails at Grassy Creek by Arbor Homes,3 Beds,2 Baths,"1,801 sqft",Year Built: 2023,No Info,"$270,995+",Indianapolis
Tannin with Terrace Plan in The Townes at Kennedy-King by Onyx+East,2 Beds,2 Baths,"1,300 sqft",Year Built: 2023,Garage,"$327,600+",Indianapolis
Legacy 2537 Plan in Parks at Glen Ridge by Pyatt Builders,3 Beds,3 Baths,"2,537 sqft",Year Built: 2023,Garage,"$378,000+",Indianapolis
Henley Plan in Trotters Landing by D.R. Horton - Indianapolis,5 Beds,3 Baths,"2,600 sqft",Year Built: 2023,No Info,"$375,000+",Indianapolis
2829 Wheeler St,3 Beds,2 Baths,"1,400 sqft",Year Built: 2020,No Info,"$213,000",Indianapolis
Charleston Plan in Village at New Bethel - Patio Homes by D.R. Horton - Indianapolis,2 Beds,2 Baths,"1,579 sqft",Year Built: 2023,No Info,"$275,000+",Indianapolis
3615 S  Rural St,3 Beds,3 Baths,"1,916 sqft (on 5 acres)",Year Built: 1853,2 Car Garage,"$429,900",Indianapolis
Legacy 2026 Plan in Highlands at Grassy Creek by Pyatt Builders,3 Beds,3 Baths,"2,026 sqft",Year Built: 2023,Garage,"$299,000+",Indianapolis
435 Virginia Ave #406,2 Beds,2 Baths,"2,319 sqft",Year Built: 2006,1 Car Garage,"$540,000",Indianapolis
Champion 3276-212 Plan in Briar Creek by Cohron's Manufactured Homes,3 Beds,2 Baths,"2,432 sqft",Year Built: 2023,No Info,"$198,000+",Indianapolis
4919 Young Ave,4 Beds,2 Baths,,Year Built: 1920,2 Parking Spaces,"$195,000",Indianapolis
Address Not Disclosed,2 Beds,2 Baths,"1,713 sqft",Year Built: 1996,2 Car Garage,"$219,900",Indianapolis
3515 N  Tacoma Ave,3 Beds,2 Baths,"2,426 sqft (on 0.57 acres)",Year Built: 1939,Garage,"$51,500",Indianapolis
10042 Falls Canyon Ln,4 Beds,3 Baths,"2,850 sqft",Year Built: 2022,3 Car Garage,"$360,995",Indianapolis
9228 Diamond Pointe Dr,5 Beds,8 Baths,"11,949 sqft (on 0.80 acres)",Year Built: 2003,4 Car Garage,"$2,995,000",Indianapolis
T1800 Plan in The Overlook at Central State by M/I Homes,2 Beds,3 Baths,"1,868 sqft",Year Built: 2023,No Info,"$317,990+",Indianapolis
1719 N  Exeter Ave,2 Beds,1 Bath,660 sqft,Year Built: 1946,No Info,"$85,000",Indianapolis
711 E  Minnesota St,3 Beds,2 Baths,"2,137 sqft",Year Built: 1891,Garage,"$349,900",Indianapolis
846 N  Parker Ave,3 Beds,1 Bath,"2,512 sqft",Year Built: 1920,Garage,"$125,000",Indianapolis
6242 N  Temple Ave,3 Beds,1 Bath,"1,976 sqft (on 0.26 acres)",Year Built: 1950,Garage,"$265,000",Indianapolis
9418 Holliday Dr,6 Beds,4 Baths,"3,736 sqft (on 0.55 acres)",Year Built: 1964,2 Car Garage,"$650,000",Indianapolis
Astoria Plan in Monon Roots by Onyx+East,3 Beds,3 Baths,"2,121 sqft",Year Built: 2023,Garage,"$589,900+",Indianapolis
6720 Caroline Ave,2 Beds,1 Bath,"1,736 sqft",Year Built: 1941,1 Car Garage,"$224,800",Indianapolis
2210 Station St,4 Beds,2 Baths,"1,152 sqft",Year Built: 1971,None,"$150,000",Indianapolis
7323 Wood Stream Dr,3 Beds,3 Baths,"2,090 sqft (on 0.36 acres)",Year Built: 1979,2 Car Garage,"$430,000",Indianapolis
Henley Plan in Fields at New Bethel by D.R. Horton - Indianapolis,5 Beds,3 Baths,"2,600 sqft",Year Built: 2023,No Info,"$360,000+",Indianapolis
6024 Birchwood Ave,2 Beds,2 Baths,"1,239 sqft (on 0.29 acres)",Year Built: 1943,Garage,"$425,000",Indianapolis
10702 Creekside Woods Dr,3 Beds,3 Baths,"1,742 sqft",Year Built: 1991,2 Car Garage,"$239,000",Indianapolis
Springfield Plan in Indigo Run by Fischer Homes,2 Beds,2 Baths,"1,805 sqft",Year Built: 2023,No Info,"$357,990+",Indianapolis
Truxton with Terrace Plan in The Townes at Kennedy-King by Onyx+East,2 Beds,3 Baths,"1,536 sqft",Year Built: 2023,Garage,"$400,000+",Indianapolis
Carbon Plan in Alloy at Riverside by Onyx+East,2 Beds,3 Baths,"1,284 sqft",Year Built: 2023,Garage,"$320,000+",Indianapolis
Exclusives 3053 Plan in Parks at Glen Ridge by Pyatt Builders,3 Beds,3 Baths,"3,053 sqft",Year Built: 2023,Garage,"$408,000+",Indianapolis
6715 Sundown Dr S,2 Beds,2 Baths,970 sqft,Year Built: 1988,1 Car Garage,"$217,000",Indianapolis
7026 Forrester Ln,3 Beds,3 Baths,"1,550 sqft",Year Built: 2007,2 Car Garage,"$225,000",Indianapolis
Barrymoor Plan in Village at New Bethel - Patio Homes by D.R. Horton - Indianapolis,2 Beds,2 Baths,"1,745 sqft",Year Built: 2023,No Info,"$298,900+",Indianapolis
5816 S  Kealing Ave,3 Beds,2 Baths,"1,576 sqft (on 0.34 acres)",Year Built: 1960,2 Car Garage,"$269,000",Indianapolis
46 N  Tremont St,2 Beds,2 Baths,"2,021 sqft",Year Built: 1923,Garage,"$165,000",Indianapolis
Riley Rooftop Plan in Colere by Onyx+East,2 Beds,3 Baths,"2,081 sqft",Year Built: 2023,Garage,"$500,000+",Indianapolis
225 N  New Jersey St #58,2 Beds,2 Baths,"1,559 sqft",Year Built: 2003,2 Car Garage,"$500,000",Indianapolis
Carbon Plan in Alloy at Monon Yard by Onyx+East,2 Beds,2 Baths,"1,284 sqft",Year Built: 2023,Garage,"$355,000+",Indianapolis
5518 Blairwood Dr,2 Beds,2 Baths,"1,650 sqft",Year Built: 2006,2 Car Garage,"$318,000",Indianapolis
320 E  19th St,4 Beds,4 Baths,"3,763 sqft",Year Built: 1905,No Info,"$465,000",Indianapolis
1221 Fairfield Ave,3 Beds,4 Baths,"3,012 sqft",Year Built: 1922,Garage,"$330,000",Indianapolis
3605 E  10th St,3 Beds,2 Baths,"2,276 sqft",Year Built: 1912,No Info,"$59,000",Indianapolis
Obsidian Plan in Alloy at Riverside by Onyx+East,2 Beds,3 Baths,"1,685 sqft",Year Built: 2023,Garage,"$375,000+",Indianapolis
,,,,,,,Indianapolis
Champion 2872-903 Plan in Briar Creek by Cohron's Manufactured Homes,4 Beds,2 Baths,"2,016 sqft",Year Built: 2023,No Info,"$147,000+",Indianapolis
6350 Stallion Way,2 Beds,2 Baths,"1,580 sqft",Year Built: 2021,2 Car Garage,"$360,000",Indianapolis
Obsidian Plan in Alloy at Monon Yard by Onyx+East,2 Beds,3 Baths,"1,685 sqft",Year Built: 2023,Garage,"$410,000+",Indianapolis
9342 Orchard Cove Dr,5 Beds,4 Baths,"2,957 sqft (on 0.26 acres)",Year Built: 2022,2 Car Garage,"$473,000",Indianapolis
Bellamy Plan in Trotters Landing by D.R. Horton - Indianapolis,4 Beds,3 Baths,"2,053 sqft",Year Built: 2023,No Info,"$365,500+",Indianapolis
Charles Plan in Indigo Run by Fischer Homes,3 Beds,3 Baths,"2,457 sqft",Year Built: 2023,No Info,"$407,990+",Indianapolis
3336 S  Lyons Ave,3 Beds,1 Bath,"2,218 sqft (on 1 acre)",Year Built: 1940,Garage,"$175,000",Indianapolis
Bristol Plan in Edgewood Farms by D.R. Horton - Indianapolis,4 Beds,3 Baths,"2,232 sqft",Year Built: 2023,No Info,"$377,000+",Indianapolis
9650 Evening Sky Way,4 Beds,3 Baths,"2,829 sqft",Year Built: 2022,2 Car Garage,"$399,000",Indianapolis
7251 Birch Leaf Dr,5 Beds,3 Baths,"3,028 sqft (on 0.26 acres)",Year Built: 2019,3 Car Garage,"$575,000",Indianapolis
9916 Mosaic Blue Way,5 Beds,3 Baths,"2,990 sqft",Year Built: 2022,2 Car Garage,"$475,000",Indianapolis
Legacy 1843 Plan in Highlands at Grassy Creek by Pyatt Builders,3 Beds,3 Baths,"1,843 sqft",Year Built: 2023,Garage,"$293,000+",Indianapolis
English Rooftop Plan in Colere by Onyx+East,2 Beds,3 Baths,"1,530 sqft",Year Built: 2023,Garage,"$394,900+",Indianapolis
2859 Stuart St,2 Beds,1 Bath,912 sqft,Year Built: 1951,No Info,"$125,000",Indianapolis
940 S  Warman Ave,2 Beds,1 Bath,"2,216 sqft (on 0.34 acres)",Year Built: 1948,Garage,"$200,000",Indianapolis
Cobalt Plan in Alloy at Riverside by Onyx+East,2 Beds,3 Baths,"1,760 sqft",Year Built: 2023,Garage,"$355,000+",Indianapolis
318 E  19th St,4 Beds,4 Baths,"3,763 sqft",Year Built: 1905,No Info,"$465,000",Indianapolis
718 W  26th St,4 Beds,3 Baths,"2,568 sqft",Year Built: 1910,No Info,"$220,000",Indianapolis
8020 Mill Pond Ln,4 Beds,4 Baths,"5,452 sqft (on 1 acre)",Year Built: 1997,3 Car Garage,"$748,000",Indianapolis
5324 Bombay Dr,4 Beds,4 Baths,"4,325 sqft",Year Built: 2009,2 Car Garage,"$414,500",Indianapolis
6515 Smithfield Dr,4 Beds,4 Baths,"2,836 sqft",Year Built: 2002,2 Car Garage,"$339,000",Indianapolis
10625 Gathering Dr,4 Beds,3 Baths,"2,572 sqft (on 0.31 acres)",Year Built: 2007,2 Car Garage,"$311,200",Indianapolis
8840 Rowling Way,3 Beds,3 Baths,"2,676 sqft",Year Built: 2020,3 Car Garage,"$399,900",Indianapolis
7633 Partridge Rd,4 Beds,2 Baths,"1,404 sqft (on 0.40 acres)",Year Built: 1962,Garage,"$210,000",Indianapolis
3918 Graceland Ave,4 Beds,3 Baths,"2,754 sqft",Year Built: 1910,Open Parking,"$249,900",Indianapolis
3602 N  Kenwood Ave,3 Beds,3 Baths,"2,480 sqft",Year Built: 1910,Garage,"$245,000",Indianapolis
7322 E  13th St,2 Beds,1 Bath,"1,152 sqft (on 0.33 acres)",Year Built: 1947,1 Car Garage,"$194,900",Indianapolis
Ashland Plan in Village at New Bethel - Patio Homes by D.R. Horton - Indianapolis,2 Beds,2 Baths,"1,327 sqft",Year Built: 2023,No Info,"$279,900+",Indianapolis
2453 Foltz St,2 Beds,1 Bath,"1,632 sqft",Year Built: 1945,2 Car Garage,"$135,000",Indianapolis
215 N  Tacoma Ave,3 Beds,2 Baths,"1,702 sqft",Year Built: 1900,None,"$229,900",Indianapolis
131 Herman St,3 Beds,3 Baths,"3,210 sqft",Year Built: 1900,Garage,"$499,900",Indianapolis
Avery Plan in Indigo Run by Fischer Homes,4 Beds,2 Baths,"2,535 sqft",Year Built: 2023,No Info,"$453,990+",Indianapolis
8780 Summer Walk Dr E,2 Beds,2 Baths,"1,142 sqft",Year Built: 1988,2 Car Garage,"$229,000",Indianapolis
6828 Chapel Hill Rd,3 Beds,2 Baths,"2,085 sqft (on 0.32 acres)",Year Built: 1964,2 Car Garage,"$297,777",Indianapolis
R1750 Plan in The Overlook at Central State by M/I Homes,3 Beds,3 Baths,"1,757 sqft",Year Built: 2023,No Info,"$308,990+",Indianapolis
Address Not Disclosed,3 Beds,3 Baths,"2,448 sqft",Year Built: 1910,Garage,"$390,000",Indianapolis
820 E  25th St,3 Beds,3 Baths,"2,672 sqft",Year Built: 1955,No Info,"$439,900",Indianapolis
Bayhill Plan in Village at New Bethel - Patio Homes by D.R. Horton - Indianapolis,3 Beds,2 Baths,"1,595 sqft",Year Built: 2023,No Info,"$285,000+",Indianapolis
5625 Ralston Ave,3 Beds,2 Baths,"2,512 sqft",Year Built: 1958,2 Car Garage,"$324,900",Indianapolis
554 W  28th St,3 Beds,1 Bath,,Year Built: 1937,No Info,"$219,900",Indianapolis
1605 Villa Ave,Studio,,,Year Built: 1924,No Info,"$219,900",Indianapolis
6914 Antelope Dr,5 Beds,3 Baths,"2,910 sqft",Year Built: 1994,2 Car Garage,"$367,500",Indianapolis
3616 Ireland Ct,3 Beds,2 Baths,"1,174 sqft",Year Built: 1962,1 Car Garage,"$165,000",Indianapolis
52 N  Bradley Ave,3 Beds,2 Baths,"1,514 sqft",Year Built: 2020,No Info,"$210,000",Indianapolis
5035 S  Edgehill St,3 Beds,1 Bath,"2,456 sqft (on 1.89 acres)",Year Built: 1934,Garage,"$299,000",Indianapolis
1124 Edgecombe Ave,3 Beds,1 Bath,"1,972 sqft (on 0.74 acres)",Year Built: 1960,3 Car Garage,"$250,000",Indianapolis
2535 Philwood Dr,3 Beds,2 Baths,"2,320 sqft",Year Built: 1957,1 Car Garage,"$230,000",Indianapolis
10712 Maldenhair Dr,2 Beds,3 Baths,"1,628 sqft",Year Built: 2023,2 Car Garage,"$320,035",Indianapolis
39 Jefferson Ave,3 Beds,2 Baths,"2,970 sqft",Year Built: 1955,Open Parking,"$299,900",Indianapolis
Steel Plan in Alloy at Monon Yard by Onyx+East,3 Beds,3 Baths,"2,187 sqft",Year Built: 2023,Garage,"$435,000+",Indianapolis
5105 Kingsley Dr,2 Beds,2 Baths,"1,859 sqft",Year Built: 1948,Garage,"$274,900",Indianapolis
6102 Rosslyn Ave,3 Beds,2 Baths,"2,200 sqft",Year Built: 1958,1 Car Garage,"$339,900",Indianapolis
4931 Melrose Ave,2 Beds,1 Bath,770 sqft,Year Built: 1944,Garage,"$105,000",Indianapolis
Exclusives 2540 Plan in Parks at Glen Ridge by Pyatt Builders,3 Beds,3 Baths,"2,540 sqft",Year Built: 2023,Garage,"$377,000+",Indianapolis
450 E  Ohio St #214,2 Beds,2 Baths,"1,169 sqft",Year Built: 2002,1 Car Garage,"$319,000",Indianapolis
1737 S  Chester Ave,2 Beds,1 Bath,888 sqft (on 0.30 acres),Year Built: 1951,Garage,"$100,000",Indianapolis
2221 N  Goodlet Ave,2 Beds,1 Bath,"1,450 sqft",Year Built: 1949,Garage,"$150,000",Indianapolis
8826 Howlett Ln,4 Beds,3 Baths,"2,657 sqft",Year Built: 2023,3 Car Garage,"$399,990",Indianapolis
3220 N  Park Ave,5 Beds,7 Baths,,Year Built: 1910,Open Parking,"$450,000",Indianapolis
6650 Evanston Ave,2 Beds,1 Bath,"1,413 sqft (on 0.30 acres)",Year Built: 1930,2 Car Garage,"$269,000",Indianapolis
2929 Broadway St,,,,,No Info,"$70,000",Indianapolis
7836 Housefinch Ln,4 Beds,3 Baths,"2,446 sqft",Year Built: 2016,2 Car Garage,"$342,000",Indianapolis
8824 Faulkner Dr,3 Beds,2 Baths,"2,085 sqft",Year Built: 2023,2 Car Garage,"$320,000",Indianapolis
339 W  Hampton Dr,4 Beds,2 Baths,"2,730 sqft",Year Built: 1924,Garage,"$439,000",Indianapolis
645 N  Oxford St,3 Beds,1 Bath,"2,016 sqft",Year Built: 1911,No Info,"$119,900",Indianapolis
2529 Guilford Ave,6 Beds,6 Baths,,Year Built: 2023,Garage,"$645,000",Indianapolis
8862 Faulkner Dr,2 Beds,2 Baths,"1,781 sqft",Year Built: 2023,2 Car Garage,"$303,210",Indianapolis
1547 Spann Ave,3 Beds,3 Baths,"2,230 sqft",Year Built: 1955,Garage,"$440,000",Indianapolis
2525 Guilford Ave,3 Beds,3 Baths,"1,712 sqft",Year Built: 2023,1 Car Garage,"$349,000",Indianapolis
2527 Guilford Ave,3 Beds,3 Baths,"1,712 sqft",Year Built: 2023,1 Car Garage,"$349,000",Indianapolis
4531 Fletcher Ave,1 Bed,1 Bath,,Year Built: 1950,No Info,"$105,000",Indianapolis
7550 Wildcat Run Ln,4 Beds,3 Baths,"2,214 sqft",Year Built: 2003,2 Car Garage,"$339,900",Indianapolis
5408 Goodwin St,4 Beds,3 Baths,"2,316 sqft",Year Built: 2010,2 Car Garage,"$355,000",Indianapolis
570 W  92nd St,5 Beds,6 Baths,"5,446 sqft (on 0.96 acres)",Year Built: 1965,3 Car Garage,"$950,000",Indianapolis
715 S  Randolph St,3 Beds,1 Bath,"2,482 sqft",Year Built: 1920,Garage,"$195,000",Indianapolis
7237 Sayers Rd,4 Beds,3 Baths,"2,281 sqft",Year Built: 2023,3 Car Garage,"$349,995",Indianapolis
7226 Sayers Rd,4 Beds,3 Baths,"2,281 sqft",Year Built: 2023,3 Car Garage,"$349,995",Indianapolis
7811 Fall Creek Rd,4 Beds,3 Baths,"4,850 sqft (on 0.91 acres)",Year Built: 1968,4 Car Garage,"$625,000",Indianapolis
4536 Hovenweep Way,5 Beds,3 Baths,"2,460 sqft",Year Built: 2023,2 Car Garage,"$329,995",Indianapolis
7642 Hillway Dr,5 Beds,4 Baths,"3,054 sqft (on 0.25 acres)",Year Built: 2023,2 Car Garage,"$379,995",Indianapolis
1141 Temperance Ave,3 Beds,1 Bath,988 sqft (on 0.48 acres),Year Built: 1947,1 Car Garage,"$79,000",Indianapolis
8646 Sturgen Bay Ln,5 Beds,5 Baths,"5,359 sqft (on 0.43 acres)",Year Built: 1991,3 Car Garage,"$650,000",Indianapolis
1446 E  Naomi St,3 Beds,3 Baths,"1,720 sqft",Year Built: 2023,No Info,"$280,000",Indianapolis
1025 N  Emerson Ave,3 Beds,1 Bath,"2,576 sqft",Year Built: 1926,Garage,"$199,000",Indianapolis
1359 N  Olney St,,,,,No Info,"$45,000",Indianapolis
257 S  Keystone Ave,2 Beds,2 Baths,"1,728 sqft",Year Built: 1890,No Info,"$179,000",Indianapolis
6819 Earlswood Dr,3 Beds,3 Baths,"2,356 sqft",Year Built: 2002,2 Car Garage,"$275,000",Indianapolis
1518 S  Talbott St,3 Beds,3 Baths,"2,886 sqft",Year Built: 1896,2 Car Garage,"$404,900",Indianapolis
637 N  Oxford St,2 Beds,1 Bath,"1,217 sqft",Year Built: 1911,No Info,"$160,000",Indianapolis
932 Woodlawn Ave,3 Beds,3 Baths,"1,810 sqft",Year Built: 2023,Garage,"$440,000",Indianapolis
8628 N  Pennsylvania St,4 Beds,3 Baths,"2,750 sqft (on 0.35 acres)",Year Built: 1968,2 Car Garage,"$700,000",Indianapolis
8530 Fawn Meadow Dr,4 Beds,3 Baths,"1,799 sqft (on 0.33 acres)",Year Built: 1983,2 Car Garage,"$305,000",Indianapolis
Nickel Plan in Alloy at Riverside by Onyx+East,3 Beds,3 Baths,"2,007 sqft",Year Built: 2023,Garage,"$385,000+",Indianapolis
West Haven Plan in Edgewood Farms by D.R. Horton - Indianapolis,4 Beds,4 Baths,"3,082 sqft",Year Built: 2023,No Info,"$445,000+",Indianapolis
6026 S  Keystone Ave,3 Beds,2 Baths,"2,016 sqft (on 0.52 acres)",Year Built: 1960,2 Car Garage,"$325,000",Indianapolis
5020 Harlan St,3 Beds,3 Baths,"1,968 sqft (on 0.27 acres)",Year Built: 1998,4 Car Garage,"$275,000",Indianapolis
11612 E  75th St,3 Beds,3 Baths,"1,586 sqft (on 0.28 acres)",Year Built: 1988,2 Car Garage,"$284,900",Indianapolis
1622 Queensbridge Sq   #3,1 Bed,2 Baths,"1,484 sqft",Year Built: 1974,1 Car Garage,"$85,000",Indianapolis
7138 Eagle Cove Dr,2 Beds,1 Bath,934 sqft,Year Built: 1986,2 Car Garage,"$199,900",Indianapolis
7808 Huff St,4 Beds,2 Baths,"3,144 sqft (on 0.32 acres)",Year Built: 1942,Garage,"$285,000",Indianapolis
6022 Oakbrook Ln,3 Beds,2 Baths,"1,404 sqft",Year Built: 1974,Garage,"$131,999",Indianapolis
11428 Winding Wood Dr,2 Beds,2 Baths,"1,718 sqft",Year Built: 2002,2 Car Garage,"$254,900",Indianapolis
1647 Nelson Ave,3 Beds,2 Baths,"1,224 sqft",Year Built: 1951,No Info,"$179,900",Indianapolis
211 N  New Jersey St   #D,2 Beds,3 Baths,"1,770 sqft",Year Built: 2002,1 Car Garage,"$360,000",Indianapolis
4443 Averly Park Cir,4 Beds,3 Baths,"3,018 sqft",Year Built: 2018,2 Car Garage,"$420,000",Indianapolis
6120 E  Southport Rd,3 Beds,2 Baths,"1,560 sqft (on 0.39 acres)",Year Built: 1979,1 Car Garage,"$250,000",Indianapolis
Exclusives 2528 Plan in Parks at Glen Ridge by Pyatt Builders,3 Beds,3 Baths,"2,528 sqft",Year Built: 2023,Garage,"$377,000+",Indianapolis
5140 Broadway St,4 Beds,3 Baths,"4,028 sqft",Year Built: 1921,Garage,"$795,000",Indianapolis
543 Oakwood Ct S,5 Beds,5 Baths,"4,936 sqft (on 0.49 acres)",Year Built: 1967,2 Car Garage,"$950,000",Indianapolis
8112 Sycamore Springs Trl,,,,,No Info,"$28,500",Indianapolis
1037 Jefferson Ave,4 Beds,4 Baths,"4,916 sqft",Year Built: 2023,Garage,"$720,000",Indianapolis
220 N  Gray St,4 Beds,3 Baths,"3,628 sqft",Year Built: 1955,Garage,"$310,000",Indianapolis
6011 Central Ave,3 Beds,3 Baths,"2,608 sqft",Year Built: 1931,Garage,"$660,000",Indianapolis
10406 Westfield Blvd,3 Beds,2 Baths,"1,440 sqft (on 0.64 acres)",Year Built: 1960,2 Car Garage,"$349,900",Indianapolis
3646 S  New Jersey St,3 Beds,2 Baths,"1,447 sqft (on 0.40 acres)",Year Built: 1956,Garage,"$234,900",Indianapolis
2404 N  Talbott St,,,,,No Info,"$175,000",Indianapolis
5720 Rahke Rd,4 Beds,3 Baths,"2,932 sqft (on 0.46 acres)",Year Built: 1973,1 Car Garage,"$399,000",Indianapolis
9602 E  86th St,4 Beds,3 Baths,"2,110 sqft (on 0.61 acres)",Year Built: 1973,2 Car Garage,"$447,000",Indianapolis
1324 College Place Dr,2 Beds,3 Baths,"1,691 sqft",Year Built: 2023,2 Car Garage,"$422,603",Indianapolis
9832 Deep Royal Way,4 Beds,3 Baths,"3,066 sqft (on 0.35 acres)",Year Built: 2020,3 Car Garage,"$499,900",Indianapolis
8754 Stoddard Ln,3 Beds,2 Baths,"1,960 sqft",Year Built: 2017,2 Car Garage,"$349,900",Indianapolis
4621 Sunset Ave,7 Beds,3 Baths,"2,268 sqft",Year Built: 2000,No Info,"$595,000",Indianapolis
1410 Saint Paul St,1 Bed,1 Bath,552 sqft,Year Built: 1910,No Info,"$93,800",Indianapolis
3045 4th Ave E,3 Beds,2 Baths,"1,940 sqft (on 0.36 acres)",Year Built: 1940,Garage,"$190,500",Indianapolis
Broadmoor Plan in Glenwood by Lennar,4 Beds,3 Baths,"2,011 sqft",Year Built: 2023,No Info,"$329,995+",Indianapolis
Garnet Plan in Alloy at Riverside by Onyx+East,3 Beds,3 Baths,"1,911 sqft",Year Built: 2023,Garage,"$395,000+",Indianapolis
Bradford Plan in Trails at Grassy Creek by Arbor Homes,3 Beds,2 Baths,"1,611 sqft",Year Built: 2023,No Info,"$255,995+",Indianapolis
7411 Franklin Parke Blvd,4 Beds,3 Baths,"2,679 sqft (on 0.40 acres)",Year Built: 1992,2 Car Garage,"$450,000",Indianapolis
930 Woodlawn Ave,3 Beds,3 Baths,"1,810 sqft",Year Built: 2023,Garage,"$440,000",Indianapolis
814 Woodlark Dr,4 Beds,2 Baths,"1,902 sqft",Year Built: 1982,1 Car Garage,"$249,900",Indianapolis
5102 W  Bradbury Ave,2 Beds,1 Bath,840 sqft (on 0.84 acres),Year Built: 1947,No Info,"$175,000",Indianapolis
Legacy 3600 Plan in Highlands at Grassy Creek by Pyatt Builders,4 Beds,3 Baths,"3,600 sqft",Year Built: 2023,Garage,"$344,000+",Indianapolis
521 N  Linwood Ave,2 Beds,1 Bath,"1,890 sqft",Year Built: 1920,No Info,"$165,000",Indianapolis
4501 E  21st St,3 Beds,1 Bath,"1,656 sqft",Year Built: 1950,No Info,"$185,000",Indianapolis
121 N  Bradley Ave,3 Beds,1 Bath,"2,290 sqft",Year Built: 1920,Garage,"$129,000",Indianapolis
11511 Half Mile Dr,5 Beds,3 Baths,"2,884 sqft",Year Built: 2016,2 Car Garage,"$299,900",Indianapolis
226-228 E  15th St,7 Beds,4 Baths,,Year Built: 1900,Open Parking,"$685,000",Indianapolis
2357 Southeastern Ave,3 Beds,2 Baths,"2,048 sqft",Year Built: 1955,1 Car Garage,"$129,999",Indianapolis
3113 Bent Timber Dr,4 Beds,3 Baths,"2,433 sqft",Year Built: 2016,Garage,"$325,000",Indianapolis
5775 & 5763 Sunset Ln,Studio,,,,No Info,"$2,950,000",Indianapolis
9501 Vandergriff Rd,3 Beds,2 Baths,"2,544 sqft (on 1.96 acres)",Year Built: 1962,2 Car Garage,"$385,000",Indianapolis
753 N  Arnolda Ave,3 Beds,1 Bath,864 sqft,Year Built: 1957,No Info,"$110,000",Indianapolis
863 Eugene St,3 Beds,3 Baths,"1,502 sqft",Year Built: 2023,No Info,"$230,000",Indianapolis
12536 Teacup Way,3 Beds,3 Baths,"2,660 sqft",Year Built: 2005,2 Car Garage,"$275,000",Indianapolis
928 N  Drexel Ave,2 Beds,1 Bath,"1,224 sqft",Year Built: 1925,Garage,"$139,900",Indianapolis
5550 Rum Cherry Way,5 Beds,4 Baths,"3,446 sqft (on 0.35 acres)",Year Built: 1996,2 Car Garage,"$375,000",Indianapolis
4826 E  13th St,4 Beds,3 Baths,,Year Built: 1947,No Info,"$2,600,000",Indianapolis
55 N  Sheffield Ave,2 Beds,1 Bath,"2,288 sqft",Year Built: 1915,No Info,"$2,600,000",Indianapolis
